OBJECTID,Join_Count,TARGET_FID,JOIN_FID,date,day,month,event_year,MonthYear,depth,DepthBin,pres_abs,source,region,GRID_ID
4888,1,4888,1058,8/15/1988,15,8,1988,8/1/1988,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-265
4889,1,4889,900,8/27/1988,27,8,1988,8/1/1988,-9.4488,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-278
4890,1,4890,901,8/28/1988,28,8,1988,8/1/1988,-23.1648,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUI-278
4891,1,4891,1019,9/5/1988,5,9,1988,9/1/1988,-24.9936,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATG-267
4892,1,4892,1058,9/11/1988,11,9,1988,9/1/1988,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-265
4893,1,4893,1058,10/9/1988,9,10,1988,10/1/1988,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-265
4894,1,4894,1026,10/23/1988,23,10,1988,10/1/1988,-24.9936,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUE-267
4895,1,4895,626,11/20/1988,20,11,1988,11/1/1988,-17.6784,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
4896,1,4896,1029,12/5/1988,5,12,1988,12/1/1988,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-267
4897,1,4897,1056,12/12/1988,12,12,1988,12/1/1988,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-265
4898,1,4898,1063,12/18/1988,18,12,1988,12/1/1988,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ASU-264
4899,1,4899,417,12/28/1988,28,12,1988,12/1/1988,-15.5448,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVA-313
4900,1,4900,1017,1/8/1989,8,1,1989,1/1/1989,-13.4112,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4901,1,4901,1029,1/26/1989,26,1,1989,1/1/1989,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-267
4902,1,4902,1058,1/28/1989,28,1,1989,1/1/1989,-22.86,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-265
4903,1,4903,1017,2/5/1989,5,2,1989,2/1/1989,-22.2504,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4904,1,4904,1058,2/12/1989,12,2,1989,2/1/1989,-18.288,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-265
4905,1,4905,1032,2/17/1989,17,2,1989,2/1/1989,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-267
4906,1,4906,1014,2/18/1989,18,2,1989,2/1/1989,-20.7264,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUM-268
4907,1,4907,1197,3/10/1989,10,3,1989,3/1/1989,-21.6408,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQR-239
4908,1,4908,1197,3/10/1989,10,3,1989,3/1/1989,-17.6784,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQR-239
4909,1,4909,1205,3/11/1989,11,3,1989,3/1/1989,-21.6408,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQS-238
4910,1,4910,1200,3/12/1989,12,3,1989,3/1/1989,-13.716,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQK-238
4911,1,4911,1453,3/13/1989,13,3,1989,3/1/1989,-20.7264,shallow,0,OceanWise_CitSciDive_BC,SoutheastAlaska,ANB-143
4912,1,4912,1057,3/18/1989,18,3,1989,3/1/1989,-22.86,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUG-265
4913,1,4913,983,3/30/1989,30,3,1989,3/1/1989,-20.4216,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATV-272
4914,1,4914,993,3/30/1989,30,3,1989,3/1/1989,-24.6888,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-271
4915,1,4915,721,4/2/1989,2,4,1989,4/1/1989,-20.4216,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUX-288
4916,1,4916,626,4/16/1989,16,4,1989,4/1/1989,-16.764,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
4917,1,4917,626,4/16/1989,16,4,1989,4/1/1989,-13.716,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
4918,1,4918,993,5/14/1989,14,5,1989,5/1/1989,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-271
4919,1,4919,898,5/27/1989,27,5,1989,5/1/1989,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4920,1,4920,767,6/3/1989,3,6,1989,6/1/1989,-20.4216,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
4921,1,4921,1017,6/7/1989,7,6,1989,6/1/1989,-9.144,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4922,1,4922,1424,6/28/1989,28,6,1989,6/1/1989,-18.288,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ALV-186
4923,1,4923,1428,6/29/1989,29,6,1989,6/1/1989,-11.8872,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ALU-184
4924,1,4924,996,7/10/1989,10,7,1989,7/1/1989,-16.1544,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ARO-270
4925,1,4925,728,8/5/1989,5,8,1989,8/1/1989,-19.5072,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUM-287
4926,1,4926,727,8/5/1989,5,8,1989,8/1/1989,-9.144,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUL-287
4927,1,4927,766,8/5/1989,5,8,1989,8/1/1989,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUN-285
4928,1,4928,767,8/6/1989,6,8,1989,8/1/1989,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
4929,1,4929,823,8/6/1989,6,8,1989,8/1/1989,-23.4696,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-282
4930,1,4930,827,8/8/1989,8,8,1989,8/1/1989,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUL-282
4931,1,4931,766,8/9/1989,9,8,1989,8/1/1989,-16.764,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUN-285
4932,1,4932,826,8/9/1989,9,8,1989,8/1/1989,-19.5072,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUK-282
4933,1,4933,728,8/11/1989,11,8,1989,8/1/1989,-16.4592,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUM-287
4934,1,4934,767,8/12/1989,12,8,1989,8/1/1989,-20.7264,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
4935,1,4935,1017,8/20/1989,20,8,1989,8/1/1989,-13.716,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4936,1,4936,898,8/26/1989,26,8,1989,8/1/1989,-15.24,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4937,1,4937,1129,9/2/1989,2,9,1989,9/1/1989,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATN-257
4938,1,4938,900,9/3/1989,3,9,1989,9/1/1989,-16.764,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-278
4939,1,4939,1056,9/9/1989,9,9,1989,9/1/1989,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-265
4940,1,4940,1031,10/2/1989,2,10,1989,10/1/1989,-6.096,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUK-267
4941,1,4941,1029,10/9/1989,9,10,1989,10/1/1989,-12.192,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-267
4942,1,4942,1023,1/13/1990,13,1,1990,1/1/1990,-18.288,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUB-267
4943,1,4943,898,1/20/1990,20,1,1990,1/1/1990,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4944,1,4944,921,1/20/1990,20,1,1990,1/1/1990,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-277
4945,1,4945,1099,2/5/1990,5,2,1990,2/1/1990,-10.668,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATL-261
4946,1,4946,1017,3/4/1990,4,3,1990,3/1/1990,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4947,1,4947,1019,3/17/1990,17,3,1990,3/1/1990,-18.8976,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATG-267
4948,1,4948,1203,3/31/1990,31,3,1990,3/1/1990,-19.812,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQQ-238
4949,1,4949,1197,4/1/1990,1,4,1990,4/1/1990,-19.812,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQR-239
4950,1,4950,626,4/7/1990,7,4,1990,4/1/1990,-16.1544,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
4951,1,4951,727,5/5/1990,5,5,1990,5/1/1990,-10.9728,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUL-287
4952,1,4952,767,5/5/1990,5,5,1990,5/1/1990,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
4953,1,4953,1017,6/21/1990,21,6,1990,6/1/1990,-15.24,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4954,1,4954,898,6/24/1990,24,6,1990,6/1/1990,-21.6408,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4955,1,4955,1017,7/19/1990,19,7,1990,7/1/1990,-7.62,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4956,1,4956,898,7/22/1990,22,7,1990,7/1/1990,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4957,1,4957,898,7/23/1990,23,7,1990,7/1/1990,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4958,1,4958,836,7/27/1990,27,7,1990,7/1/1990,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUY-282
4959,1,4959,766,7/28/1990,28,7,1990,7/1/1990,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUN-285
4960,1,4960,804,7/29/1990,29,7,1990,7/1/1990,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUK-283
4961,1,4961,727,7/30/1990,30,7,1990,7/1/1990,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUL-287
4962,1,4962,826,7/31/1990,31,7,1990,7/1/1990,-17.3736,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUK-282
4963,1,4963,767,8/2/1990,2,8,1990,8/1/1990,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
4964,1,4964,767,8/4/1990,4,8,1990,8/1/1990,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
4965,1,4965,1017,8/9/1990,9,8,1990,8/1/1990,-15.24,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4966,1,4966,898,8/17/1990,17,8,1990,8/1/1990,-16.764,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4967,1,4967,900,8/18/1990,18,8,1990,8/1/1990,-11.8872,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-278
4968,1,4968,1058,8/26/1990,26,8,1990,8/1/1990,-22.86,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-265
4969,1,4969,1017,8/28/1990,28,8,1990,8/1/1990,-4.572,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4970,1,4970,1085,9/8/1990,8,9,1990,9/1/1990,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATP-263
4971,1,4971,1017,9/24/1990,24,9,1990,9/1/1990,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4972,1,4972,936,10/13/1990,13,10,1990,10/1/1990,-16.1544,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATX-276
4973,1,4973,937,10/14/1990,14,10,1990,10/1/1990,-16.4592,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-276
4974,1,4974,842,10/19/1990,19,10,1990,10/1/1990,-17.9832,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUD-281
4975,1,4975,843,10/19/1990,19,10,1990,10/1/1990,-16.1544,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUE-281
4976,1,4976,842,10/20/1990,20,10,1990,10/1/1990,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUD-281
4977,1,4977,842,10/20/1990,20,10,1990,10/1/1990,-19.2024,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUD-281
4978,1,4978,842,10/21/1990,21,10,1990,10/1/1990,-13.716,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUD-281
4979,1,4979,1205,11/23/1990,23,11,1990,11/1/1990,-21.9456,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQS-238
4980,1,4980,1205,11/26/1990,26,11,1990,11/1/1990,-16.4592,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQS-238
4981,1,4981,1197,11/26/1990,26,11,1990,11/1/1990,-21.336,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQR-239
4982,1,4982,626,12/8/1990,8,12,1990,12/1/1990,-17.6784,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
4983,1,4983,983,1/27/1991,27,1,1991,1/1/1991,-16.1544,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-272
4984,1,4984,898,2/16/1991,16,2,1991,2/1/1991,-23.1648,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
4985,1,4985,1167,3/10/1991,10,3,1991,3/1/1991,-16.1544,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASF-250
4986,1,4986,523,3/30/1991,30,3,1991,3/1/1991,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
4987,1,4987,523,3/30/1991,30,3,1991,3/1/1991,-12.192,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
4988,1,4988,1017,4/14/1991,14,4,1991,4/1/1991,-17.0688,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4989,1,4989,766,5/4/1991,4,5,1991,5/1/1991,-18.8976,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUN-285
4990,1,4990,1017,7/7/1991,7,7,1991,7/1/1991,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
4991,1,4991,768,7/14/1991,14,7,1991,7/1/1991,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-285
4992,1,4992,731,7/15/1991,15,7,1991,7/1/1991,-18.8976,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-287
4993,1,4993,768,7/15/1991,15,7,1991,7/1/1991,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-285
4994,1,4994,731,7/16/1991,16,7,1991,7/1/1991,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-287
4995,1,4995,731,7/17/1991,17,7,1991,7/1/1991,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-287
4996,1,4996,727,7/17/1991,17,7,1991,7/1/1991,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUL-287
4997,1,4997,716,7/19/1991,19,7,1991,7/1/1991,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUQ-288
4998,1,4998,727,7/19/1991,19,7,1991,7/1/1991,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUL-287
4999,1,4999,841,8/11/1991,11,8,1991,8/1/1991,-19.812,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUC-281
5000,1,5000,1042,8/14/1991,14,8,1991,8/1/1991,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5001,1,5001,950,8/18/1991,18,8,1991,8/1/1991,-24.6888,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASK-275
5002,1,5002,921,8/29/1991,29,8,1991,8/1/1991,-23.7744,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5003,1,5003,898,9/2/1991,2,9,1991,9/1/1991,-20.7264,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5004,1,5004,1058,9/15/1991,15,9,1991,9/1/1991,-24.6888,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5005,1,5005,1017,9/25/1991,25,9,1991,9/1/1991,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5006,1,5006,898,10/12/1991,12,10,1991,10/1/1991,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5007,1,5007,921,10/12/1991,12,10,1991,10/1/1991,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5008,1,5008,1130,10/27/1991,27,10,1991,10/1/1991,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5009,1,5009,923,11/1/1991,1,11,1991,11/1/1991,-10.9728,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ARY-276
5010,1,5010,523,11/9/1991,9,11,1991,11/1/1991,-12.192,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5011,1,5011,1161,12/1/1991,1,12,1991,12/1/1991,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ASH-251
5012,1,5012,931,12/7/1991,7,12,1991,12/1/1991,-24.384,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASL-276
5013,1,5013,951,12/7/1991,7,12,1991,12/1/1991,-14.3256,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASM-275
5014,1,5014,950,12/8/1991,8,12,1991,12/1/1991,-24.384,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASK-275
5015,1,5015,932,12/9/1991,9,12,1991,12/1/1991,-21.336,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASM-276
5016,1,5016,1017,1/26/1992,26,1,1992,1/1/1992,-24.9936,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5017,1,5017,1205,3/6/1992,6,3,1992,3/1/1992,-18.288,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQS-238
5018,1,5018,1197,3/6/1992,6,3,1992,3/1/1992,-22.86,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQR-239
5019,1,5019,1218,3/9/1992,9,3,1992,3/1/1992,-18.288,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQS-234
5020,1,5020,1453,3/9/1992,9,3,1992,3/1/1992,-24.384,shallow,0,OceanWise_CitSciDive_BC,SoutheastAlaska,ANB-143
5021,1,5021,1197,3/11/1992,11,3,1992,3/1/1992,-22.86,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQR-239
5022,1,5022,898,3/16/1992,16,3,1992,3/1/1992,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5023,1,5023,523,3/29/1992,29,3,1992,3/1/1992,-16.764,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5024,1,5024,766,4/18/1992,18,4,1992,4/1/1992,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUN-285
5025,1,5025,1017,4/27/1992,27,4,1992,4/1/1992,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5026,1,5026,923,5/9/1992,9,5,1992,5/1/1992,-9.7536,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ARY-276
5027,1,5027,1007,5/13/1992,13,5,1992,5/1/1992,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATI-268
5028,1,5028,1008,5/13/1992,13,5,1992,5/1/1992,-9.144,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATJ-268
5029,1,5029,768,5/22/1992,22,5,1992,5/1/1992,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-285
5030,1,5030,727,5/24/1992,24,5,1992,5/1/1992,-20.7264,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUL-287
5031,1,5031,767,5/26/1992,26,5,1992,5/1/1992,-24.6888,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5032,1,5032,766,5/26/1992,26,5,1992,5/1/1992,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUN-285
5033,1,5033,826,5/27/1992,27,5,1992,5/1/1992,-24.6888,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUK-282
5034,1,5034,1017,6/2/1992,2,6,1992,6/1/1992,-9.144,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5035,1,5035,1017,6/3/1992,3,6,1992,6/1/1992,-9.144,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5036,1,5036,1029,6/24/1992,24,6,1992,6/1/1992,-13.716,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-267
5037,1,5037,1046,7/1/1992,1,7,1992,7/1/1992,-15.24,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ARG-265
5038,1,5038,931,7/4/1992,4,7,1992,7/1/1992,-24.9936,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASL-276
5039,1,5039,924,7/5/1992,5,7,1992,7/1/1992,-17.0688,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ASE-276
5040,1,5040,897,7/31/1992,31,7,1992,7/1/1992,-18.5928,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUE-278
5041,1,5041,844,8/1/1992,1,8,1992,8/1/1992,-18.5928,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-281
5042,1,5042,843,8/2/1992,2,8,1992,8/1/1992,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUE-281
5043,1,5043,900,8/9/1992,9,8,1992,8/1/1992,-14.6304,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-278
5044,1,5044,844,8/16/1992,16,8,1992,8/1/1992,-17.6784,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-281
5045,1,5045,396,8/21/1992,21,8,1992,8/1/1992,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUZ-315
5046,1,5046,417,8/21/1992,21,8,1992,8/1/1992,-18.5928,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVA-313
5047,1,5047,894,9/6/1992,6,9,1992,9/1/1992,-18.288,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUB-278
5048,1,5048,1017,9/11/1992,11,9,1992,9/1/1992,-15.8496,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5049,1,5049,923,9/25/1992,25,9,1992,9/1/1992,-12.8016,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ARY-276
5050,1,5050,923,9/25/1992,25,9,1992,9/1/1992,-15.24,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ARY-276
5051,1,5051,1017,10/19/1992,19,10,1992,10/1/1992,-22.2504,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5052,1,5052,826,10/24/1992,24,10,1992,10/1/1992,-18.8976,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUK-282
5053,1,5053,904,11/7/1992,7,11,1992,11/1/1992,-17.3736,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,ARZ-277
5054,1,5054,983,11/12/1992,12,11,1992,11/1/1992,-21.6408,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5055,1,5055,983,11/21/1992,21,11,1992,11/1/1992,-20.1168,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5056,1,5056,997,11/21/1992,21,11,1992,11/1/1992,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATO-270
5057,1,5057,991,11/26/1992,26,11,1992,11/1/1992,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATS-271
5058,1,5058,523,11/28/1992,28,11,1992,11/1/1992,-13.716,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5059,1,5059,396,1/1/1993,1,1,1993,1/1/1993,-18.5928,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUZ-315
5060,1,5060,897,1/23/1993,23,1,1993,1/1/1993,-14.9352,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUE-278
5061,1,5061,898,1/23/1993,23,1,1993,1/1/1993,-22.86,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5062,1,5062,924,2/7/1993,7,2,1993,2/1/1993,-23.4696,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,ASE-276
5063,1,5063,898,2/13/1993,13,2,1993,2/1/1993,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5064,1,5064,931,2/18/1993,18,2,1993,2/1/1993,-18.5928,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,ASL-276
5065,1,5065,1006,2/24/1993,24,2,1993,2/1/1993,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATH-268
5066,1,5066,1029,3/24/1993,24,3,1993,3/1/1993,-17.0688,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-267
5067,1,5067,1042,4/1/1993,1,4,1993,4/1/1993,-18.8976,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5068,1,5068,983,4/4/1993,4,4,1993,4/1/1993,-16.764,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5069,1,5069,983,4/4/1993,4,4,1993,4/1/1993,-20.7264,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5070,1,5070,983,4/4/1993,4,4,1993,4/1/1993,-20.7264,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5071,1,5071,1093,5/1/1993,1,5,1993,5/1/1993,-22.5552,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATT-262
5072,1,5072,1100,5/1/1993,1,5,1993,5/1/1993,-23.7744,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATR-261
5073,1,5073,1119,5/1/1993,1,5,1993,5/1/1993,-23.4696,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATQ-258
5074,1,5074,1043,5/2/1993,2,5,1993,5/1/1993,-21.0312,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-266
5075,1,5075,1086,5/2/1993,2,5,1993,5/1/1993,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATS-263
5076,1,5076,1115,5/2/1993,2,5,1993,5/1/1993,-14.6304,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATT-259
5077,1,5077,957,5/9/1993,9,5,1993,5/1/1993,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-275
5078,1,5078,1028,5/13/1993,13,5,1993,5/1/1993,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-267
5079,1,5079,1019,5/15/1993,15,5,1993,5/1/1993,-22.5552,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATG-267
5080,1,5080,877,5/23/1993,23,5,1993,5/1/1993,-21.0312,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUE-279
5081,1,5081,523,5/29/1993,29,5,1993,5/1/1993,-24.6888,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5082,1,5082,523,5/29/1993,29,5,1993,5/1/1993,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
