OBJECTID,Join_Count,TARGET_FID,JOIN_FID,date,day,month,event_year,MonthYear,depth,DepthBin,pres_abs,source,region,GRID_ID
5083,1,5083,523,5/29/1993,29,5,1993,5/1/1993,-11.2776,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5084,1,5084,1093,6/13/1993,13,6,1993,6/1/1993,-21.0312,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATT-262
5085,1,5085,1017,6/27/1993,27,6,1993,6/1/1993,-12.192,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5086,1,5086,767,7/10/1993,10,7,1993,7/1/1993,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5087,1,5087,745,7/12/1993,12,7,1993,7/1/1993,-24.9936,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUJ-286
5088,1,5088,731,7/13/1993,13,7,1993,7/1/1993,-24.6888,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-287
5089,1,5089,766,7/14/1993,14,7,1993,7/1/1993,-19.5072,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUN-285
5090,1,5090,1043,7/14/1993,14,7,1993,7/1/1993,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-266
5091,1,5091,766,7/15/1993,15,7,1993,7/1/1993,-21.0312,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUN-285
5092,1,5092,626,7/17/1993,17,7,1993,7/1/1993,-16.764,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
5093,1,5093,767,7/17/1993,17,7,1993,7/1/1993,-19.812,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5094,1,5094,1034,7/18/1993,18,7,1993,7/1/1993,-19.2024,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUQ-267
5095,1,5095,1042,7/24/1993,24,7,1993,7/1/1993,-17.6784,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5096,1,5096,1058,7/25/1993,25,7,1993,7/1/1993,-23.4696,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5097,1,5097,898,8/1/1993,1,8,1993,8/1/1993,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5098,1,5098,921,8/1/1993,1,8,1993,8/1/1993,-21.6408,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5099,1,5099,921,8/14/1993,14,8,1993,8/1/1993,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5100,1,5100,898,8/16/1993,16,8,1993,8/1/1993,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5101,1,5101,1127,8/28/1993,28,8,1993,8/1/1993,-23.4696,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATI-257
5102,1,5102,1126,8/29/1993,29,8,1993,8/1/1993,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATH-257
5103,1,5103,1124,8/30/1993,30,8,1993,8/1/1993,-20.7264,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ASY-257
5104,1,5104,1125,8/31/1993,31,8,1993,8/1/1993,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ASZ-257
5105,1,5105,921,9/18/1993,18,9,1993,9/1/1993,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5106,1,5106,1040,9/19/1993,19,9,1993,9/1/1993,-19.5072,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUD-266
5107,1,5107,983,9/26/1993,26,9,1993,9/1/1993,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5108,1,5108,898,10/10/1993,10,10,1993,10/1/1993,-20.7264,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5109,1,5109,626,10/11/1993,11,10,1993,10/1/1993,-14.0208,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
5110,1,5110,1033,10/17/1993,17,10,1993,10/1/1993,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-267
5111,1,5111,1205,10/22/1993,22,10,1993,10/1/1993,-24.6888,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQS-238
5112,1,5112,1218,10/23/1993,23,10,1993,10/1/1993,-18.288,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,AQS-234
5113,1,5113,1205,10/24/1993,24,10,1993,10/1/1993,-15.8496,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,AQS-238
5114,1,5114,523,11/6/1993,6,11,1993,11/1/1993,-24.6888,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5115,1,5115,523,11/6/1993,6,11,1993,11/1/1993,-13.4112,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5116,1,5116,1027,11/7/1993,7,11,1993,11/1/1993,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-267
5117,1,5117,1031,11/8/1993,8,11,1993,11/1/1993,-10.668,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUK-267
5118,1,5118,523,11/20/1993,20,11,1993,11/1/1993,-12.4968,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5119,1,5119,1058,12/8/1993,8,12,1993,12/1/1993,-24.6888,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5120,1,5120,523,12/20/1993,20,12,1993,12/1/1993,-10.9728,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5121,1,5121,1029,12/27/1993,27,12,1993,12/1/1993,-11.5824,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-267
5122,1,5122,1040,1/2/1994,2,1,1994,1/1/1994,-22.5552,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUD-266
5123,1,5123,1042,1/4/1994,4,1,1994,1/1/1994,-9.4488,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5124,1,5124,898,1/8/1994,8,1,1994,1/1/1994,-20.7264,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5125,1,5125,921,1/8/1994,8,1,1994,1/1/1994,-21.0312,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5126,1,5126,1023,1/9/1994,9,1,1994,1/1/1994,-23.4696,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUB-267
5127,1,5127,1017,1/15/1994,15,1,1994,1/1/1994,-12.8016,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5128,1,5128,1011,1/22/1994,22,1,1994,1/1/1994,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUJ-268
5129,1,5129,1043,1/23/1994,23,1,1994,1/1/1994,-24.9936,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-266
5130,1,5130,898,1/29/1994,29,1,1994,1/1/1994,-24.6888,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5131,1,5131,898,2/5/1994,5,2,1994,2/1/1994,-17.6784,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5132,1,5132,950,2/12/1994,12,2,1994,2/1/1994,-22.2504,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,ASK-275
5133,1,5133,1042,2/13/1994,13,2,1994,2/1/1994,-23.1648,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5134,1,5134,1043,2/20/1994,20,2,1994,2/1/1994,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-266
5135,1,5135,898,2/26/1994,26,2,1994,2/1/1994,-21.6408,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5136,1,5136,921,2/26/1994,26,2,1994,2/1/1994,-18.8976,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5137,1,5137,969,2/26/1994,26,2,1994,2/1/1994,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5138,1,5138,969,2/26/1994,26,2,1994,2/1/1994,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5139,1,5139,957,2/27/1994,27,2,1994,2/1/1994,-21.0312,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-275
5140,1,5140,969,2/27/1994,27,2,1994,2/1/1994,-16.4592,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5141,1,5141,523,3/5/1994,5,3,1994,3/1/1994,-11.8872,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5142,1,5142,1017,3/13/1994,13,3,1994,3/1/1994,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5143,1,5143,1239,3/21/1994,21,3,1994,3/1/1994,-23.4696,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,APY-227
5144,1,5144,1240,3/22/1994,22,3,1994,3/1/1994,-16.764,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,APZ-227
5145,1,5145,1071,4/16/1994,16,4,1994,4/1/1994,-14.3256,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-264
5146,1,5146,1088,4/16/1994,16,4,1994,4/1/1994,-17.6784,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-263
5147,1,5147,1106,4/16/1994,16,4,1994,4/1/1994,-22.2504,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATL-260
5148,1,5148,898,4/30/1994,30,4,1994,4/1/1994,-19.812,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5149,1,5149,1058,5/1/1994,1,5,1994,5/1/1994,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5150,1,5150,417,5/28/1994,28,5,1994,5/1/1994,-15.24,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AVA-313
5151,1,5151,1029,6/3/1994,3,6,1994,6/1/1994,-24.6888,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-267
5152,1,5152,1003,6/8/1994,8,6,1994,6/1/1994,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATO-269
5153,1,5153,921,6/18/1994,18,6,1994,6/1/1994,-19.812,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5154,1,5154,1017,6/22/1994,22,6,1994,6/1/1994,-9.144,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5155,1,5155,626,6/26/1994,26,6,1994,6/1/1994,-15.5448,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
5156,1,5156,626,6/26/1994,26,6,1994,6/1/1994,-14.6304,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
5157,1,5157,767,7/1/1994,1,7,1994,7/1/1994,-24.0792,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5158,1,5158,767,7/1/1994,1,7,1994,7/1/1994,-23.4696,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5159,1,5159,767,7/2/1994,2,7,1994,7/1/1994,-23.7744,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5160,1,5160,731,7/3/1994,3,7,1994,7/1/1994,-12.4968,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-287
5161,1,5161,768,7/4/1994,4,7,1994,7/1/1994,-19.812,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-285
5162,1,5162,768,7/5/1994,5,7,1994,7/1/1994,-18.5928,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-285
5163,1,5163,826,7/5/1994,5,7,1994,7/1/1994,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUK-282
5164,1,5164,727,7/6/1994,6,7,1994,7/1/1994,-24.6888,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUL-287
5165,1,5165,1052,7/10/1994,10,7,1994,7/1/1994,-7.62,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUB-265
5166,1,5166,983,7/16/1994,16,7,1994,7/1/1994,-24.9936,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5167,1,5167,1042,7/23/1994,23,7,1994,7/1/1994,-16.4592,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5168,1,5168,898,8/6/1994,6,8,1994,8/1/1994,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5169,1,5169,1096,8/16/1994,16,8,1994,8/1/1994,-18.288,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-262
5170,1,5170,710,9/1/1994,1,9,1994,9/1/1994,-22.86,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUD-288
5171,1,5171,1017,9/5/1994,5,9,1994,9/1/1994,-19.2024,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5172,1,5172,898,9/10/1994,10,9,1994,9/1/1994,-24.0792,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5173,1,5173,1019,9/10/1994,10,9,1994,9/1/1994,-24.6888,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATG-267
5174,1,5174,1001,9/11/1994,11,9,1994,9/1/1994,-10.3632,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATH-269
5175,1,5175,898,9/19/1994,19,9,1994,9/1/1994,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5176,1,5176,1096,9/24/1994,24,9,1994,9/1/1994,-16.764,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-262
5177,1,5177,1042,10/1/1994,1,10,1994,10/1/1994,-23.4696,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5178,1,5178,1017,10/2/1994,2,10,1994,10/1/1994,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5179,1,5179,897,10/8/1994,8,10,1994,10/1/1994,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUE-278
5180,1,5180,1043,10/18/1994,18,10,1994,10/1/1994,-19.5072,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-266
5181,1,5181,991,10/22/1994,22,10,1994,10/1/1994,-23.1648,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATS-271
5182,1,5182,983,10/22/1994,22,10,1994,10/1/1994,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5183,1,5183,983,10/23/1994,23,10,1994,10/1/1994,-23.1648,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5184,1,5184,991,10/30/1994,30,10,1994,10/1/1994,-23.1648,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATS-271
5185,1,5185,1029,10/30/1994,30,10,1994,10/1/1994,-18.5928,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-267
5186,1,5186,844,11/5/1994,5,11,1994,11/1/1994,-16.1544,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-281
5187,1,5187,844,11/6/1994,6,11,1994,11/1/1994,-15.24,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-281
5188,1,5188,1017,11/13/1994,13,11,1994,11/1/1994,-21.9456,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5189,1,5189,1033,11/20/1994,20,11,1994,11/1/1994,-19.2024,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-267
5190,1,5190,523,11/25/1994,25,11,1994,11/1/1994,-15.8496,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5191,1,5191,523,11/26/1994,26,11,1994,11/1/1994,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5192,1,5192,523,11/26/1994,26,11,1994,11/1/1994,-7.0104,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AVD-302
5193,1,5193,1042,12/4/1994,4,12,1994,12/1/1994,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5194,1,5194,1017,12/15/1994,15,12,1994,12/1/1994,-14.6304,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5195,1,5195,1017,1/8/1995,8,1,1995,1/1/1995,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5196,1,5196,1058,1/8/1995,8,1,1995,1/1/1995,-21.9456,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5197,1,5197,898,1/14/1995,14,1,1995,1/1/1995,-17.3736,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5198,1,5198,1017,1/15/1995,15,1,1995,1/1/1995,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5199,1,5199,1038,1/22/1995,22,1,1995,1/1/1995,-22.86,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUB-266
5200,1,5200,1053,1/22/1995,22,1,1995,1/1/1995,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUC-265
5201,1,5201,1130,1/28/1995,28,1,1995,1/1/1995,-19.812,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5202,1,5202,1017,1/29/1995,29,1,1995,1/1/1995,-23.7744,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5203,1,5203,1130,1/29/1995,29,1,1995,1/1/1995,-24.6888,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5204,1,5204,1130,1/30/1995,30,1,1995,1/1/1995,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5205,1,5205,1017,2/12/1995,12,2,1995,2/1/1995,-17.0688,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5206,1,5206,1058,2/12/1995,12,2,1995,2/1/1995,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5207,1,5207,1042,2/18/1995,18,2,1995,2/1/1995,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5208,1,5208,957,2/23/1995,23,2,1995,2/1/1995,-17.0688,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-275
5209,1,5209,969,2/24/1995,24,2,1995,2/1/1995,-17.6784,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5210,1,5210,969,2/24/1995,24,2,1995,2/1/1995,-20.7264,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5211,1,5211,898,2/25/1995,25,2,1995,2/1/1995,-20.7264,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-278
5212,1,5212,921,2/25/1995,25,2,1995,2/1/1995,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5213,1,5213,957,2/25/1995,25,2,1995,2/1/1995,-18.8976,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-275
5214,1,5214,969,2/25/1995,25,2,1995,2/1/1995,-21.0312,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5215,1,5215,969,2/26/1995,26,2,1995,2/1/1995,-12.4968,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5216,1,5216,969,2/26/1995,26,2,1995,2/1/1995,-13.1064,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATY-274
5217,1,5217,1017,3/5/1995,5,3,1995,3/1/1995,-23.1648,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5218,1,5218,1130,3/12/1995,12,3,1995,3/1/1995,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5219,1,5219,921,3/19/1995,19,3,1995,3/1/1995,-24.384,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUG-277
5220,1,5220,923,3/24/1995,24,3,1995,3/1/1995,-15.24,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,ARY-276
5221,1,5221,1096,4/2/1995,2,4,1995,4/1/1995,-10.9728,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-262
5222,1,5222,1115,4/8/1995,8,4,1995,4/1/1995,-19.2024,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATT-259
5223,1,5223,417,4/15/1995,15,4,1995,4/1/1995,-16.764,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AVA-313
5224,1,5224,983,4/23/1995,23,4,1995,4/1/1995,-24.9936,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATV-272
5225,1,5225,879,4/29/1995,29,4,1995,4/1/1995,-24.9936,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-279
5226,1,5226,1042,5/5/1995,5,5,1995,5/1/1995,-10,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5227,1,5227,1042,5/6/1995,6,5,1995,5/1/1995,-24.9936,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5228,1,5228,1058,5/10/1995,10,5,1995,5/1/1995,-23.1648,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5229,1,5229,923,5/15/1995,15,5,1995,5/1/1995,-15.24,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,ARY-276
5230,1,5230,895,5/20/1995,20,5,1995,5/1/1995,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUC-278
5231,1,5231,1026,5/27/1995,27,5,1995,5/1/1995,-24.384,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUE-267
5232,1,5232,396,6/4/1995,4,6,1995,6/1/1995,-18.5928,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUZ-315
5233,1,5233,1042,6/10/1995,10,6,1995,6/1/1995,-14.0208,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUF-266
5234,1,5234,767,6/24/1995,24,6,1995,6/1/1995,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5235,1,5235,767,6/25/1995,25,6,1995,6/1/1995,-23.4696,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5236,1,5236,826,6/25/1995,25,6,1995,6/1/1995,-20.1168,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUK-282
5237,1,5237,727,6/26/1995,26,6,1995,6/1/1995,-10,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUL-287
5238,1,5238,767,6/26/1995,26,6,1995,6/1/1995,-10,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUO-285
5239,1,5239,715,6/27/1995,27,6,1995,6/1/1995,-22.5552,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-288
5240,1,5240,728,6/28/1995,28,6,1995,6/1/1995,-10,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUM-287
5241,1,5241,1043,7/10/1995,10,7,1995,7/1/1995,-24.0792,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUG-266
5242,1,5242,879,7/12/1995,12,7,1995,7/1/1995,-9.144,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-279
5243,1,5243,1070,7/16/1995,16,7,1995,7/1/1995,-7.62,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUE-264
5244,1,5244,1058,7/22/1995,22,7,1995,7/1/1995,-20.1168,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5245,1,5245,710,8/6/1995,6,8,1995,8/1/1995,-21.6408,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUD-288
5246,1,5246,777,8/6/1995,6,8,1995,8/1/1995,-19.5072,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUB-284
5247,1,5247,1034,8/13/1995,13,8,1995,8/1/1995,-16.4592,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUQ-267
5248,1,5248,1017,8/27/1995,27,8,1995,8/1/1995,-15.8496,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5249,1,5249,1241,9/14/1995,14,9,1995,9/1/1995,-23.1648,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQH-226
5250,1,5250,1239,9/15/1995,15,9,1995,9/1/1995,-24.384,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,APY-227
5251,1,5251,1239,9/15/1995,15,9,1995,9/1/1995,-21.0312,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,APY-227
5252,1,5252,1238,9/15/1995,15,9,1995,9/1/1995,-15.24,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,APX-227
5253,1,5253,1238,9/15/1995,15,9,1995,9/1/1995,-10.668,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,APX-227
5254,1,5254,1241,9/15/1995,15,9,1995,9/1/1995,-13.4112,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQH-226
5255,1,5255,1241,9/15/1995,15,9,1995,9/1/1995,-12.8016,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,AQH-226
5256,1,5256,1238,9/16/1995,16,9,1995,9/1/1995,-10,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,APX-227
5257,1,5257,1130,9/30/1995,30,9,1995,9/1/1995,-21.336,shallow,0,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5258,1,5258,1227,10/7/1995,7,10,1995,10/1/1995,-13.1064,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,APW-232
5259,1,5259,764,10/8/1995,8,10,1995,10/1/1995,-20.1168,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUJ-285
5260,1,5260,1226,10/8/1995,8,10,1995,10/1/1995,-20.1168,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,APV-232
5261,1,5261,728,10/9/1995,9,10,1995,10/1/1995,-10.668,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUM-287
5262,1,5262,1225,10/9/1995,9,10,1995,10/1/1995,-21.9456,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,APU-232
5263,1,5263,1032,10/21/1995,21,10,1995,10/1/1995,-17.6784,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUO-267
5264,1,5264,1218,10/21/1995,21,10,1995,10/1/1995,-18.288,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,AQS-234
5265,1,5265,1205,10/22/1995,22,10,1995,10/1/1995,-18.8976,shallow,1,OceanWise_CitSciDive_BC,BritishColumbia,AQS-238
5266,1,5266,1115,11/5/1995,5,11,1995,11/1/1995,-20.4216,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATT-259
5267,1,5267,879,11/12/1995,12,11,1995,11/1/1995,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUH-279
5268,1,5268,626,11/26/1995,26,11,1995,11/1/1995,-17.0688,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
5269,1,5269,626,11/26/1995,26,11,1995,11/1/1995,-16.1544,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUW-294
5270,1,5270,626,11/26/1995,26,11,1995,11/1/1995,-10.9728,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUW-294
5271,1,5271,1130,12/3/1995,3,12,1995,12/1/1995,-20.7264,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5272,1,5272,1129,12/3/1995,3,12,1995,12/1/1995,-22.2504,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATN-257
5273,1,5273,1058,12/15/1995,15,12,1995,12/1/1995,-24.9936,shallow,0,OceanWise_CitSciDive_BC,SalishSea,AUH-265
5274,1,5274,1017,12/17/1995,17,12,1995,12/1/1995,-21.336,shallow,1,OceanWise_CitSciDive_BC,SalishSea,AUP-268
5275,1,5275,1196,12/21/1995,21,12,1995,12/1/1995,-19.5072,shallow,0,OceanWise_CitSciDive_BC,BritishColumbia,AQQ-239
5276,1,5276,1130,1/5/1996,5,1,1996,1/1/1996,-20.4216,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATO-257
5277,1,5277,1130,1/6/1996,6,1,1996,1/1/1996,-11.8872,shallow,1,OceanWise_CitSciDive_BC,SalishSea,ATO-257
